True Label,Predicted Label,Content
notation,notation,"for some convenience , we rewrite the lagrangian in four - component notation , in which the dirac fields are italic_e POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end RELOP_equals OPEN_( ARG_start ROW_start CELL_start italic_e POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end CELL_end ROW_end ROW_start CELL_start OVERACCENT_bar ARG_start italic_e POSTSUPERSCRIPT_start italic_c POSTSUPERSCRIPT_end ARG_end POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end CELL_end ROW_end ARG_end CLOSE_) PUNCT_, italic_T POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end RELOP_equals OPEN_( ARG_start ROW_start CELL_start italic_T POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end CELL_end ROW_end ROW_start CELL_start OVERACCENT_overline ARG_start italic_T POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end ARG_end CELL_end ROW_end ARG_end CLOSE_) PUNCT_, and the majorana fields are italic_nu POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end RELOP_equals OPEN_( ARG_start ROW_start CELL_start italic_nu POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end CELL_end ROW_end ROW_start CELL_start OVERACCENT_bar ARG_start italic_nu ARG_end POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end CELL_end ROW_end ARG_end CLOSE_) PUNCT_, italic_T POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end RELOP_equals OPEN_( ARG_start ROW_start CELL_start italic_T POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CELL_end ROW_end ROW_start CELL_start OVERACCENT_overline ARG_start italic_T POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end CELL_end ROW_end ARG_end CLOSE_) PERIOD_. keeping in mind our convention citationelement ( see also citationelement ) italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end RELOP_equals OPEN_( ARG_start ROW_start CELL_start NUM CELL_end CELL_start italic_sigma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end CELL_end ROW_end ROW_start CELL_start OVERACCENT_bar ARG_start italic_sigma ARG_end POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end CELL_end CELL_start NUM CELL_end ROW_end ARG_end CLOSE_) PUNCT_, italic_gamma POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end RELOP_equals OPEN_( ARG_start ROW_start CELL_start NUM CELL_end CELL_start NUM CELL_end ROW_end ROW_start CELL_start NUM CELL_end CELL_start ADDOP_minus NUM CELL_end ROW_end ARG_end CLOSE_) PUNCT_, italic_sigma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end RELOP_equals OPEN_( NUM PUNCT_, ADDOP_minus italic_sigma POSTSUPERSCRIPT_start italic_i POSTSUPERSCRIPT_end CLOSE_) PUNCT_, and using the relation OVERACCENT_bar ARG_start italic_psi ARG_end OVERACCENT_bar ARG_start italic_sigma ARG_end POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end italic_chi RELOP_equals ADDOP_minus italic_chi italic_sigma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end OVERACCENT_bar ARG_start italic_psi ARG_end with italic_psi and italic_chi two - component spinors , the quadratic terms are rewritten in the four - component notation as caligraphic_L POSTSUBSCRIPT_start italic_k italic_i italic_n POSTSUBSCRIPT_end RELOP_equals OVERACCENT_bar ARG_start italic_e ARG_end POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end italic_i italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end OPERATOR_partial_differential POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end italic_e POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ADDOP_plus OVERACCENT_overline ARG_start italic_T POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end ARG_end OPEN_( italic_i italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end OPERATOR_partial_differential POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end ADDOP_minus italic_M POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end CLOSE_) italic_T POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end ADDOP_plus FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end OVERACCENT_bar ARG_start italic_nu ARG_end POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end italic_i italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end OPERATOR_partial_differential POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end italic_nu POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ADDOP_plus FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end OVERACCENT_overline ARG_start italic_T POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end OPEN_( italic_i italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end OPERATOR_partial_differential POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end ADDOP_minus italic_M POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end CLOSE_) italic_T POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end PUNCT_, where we assume that all sm light charged leptons and neutrinos are massless . before mixing the gauge interactions ( ref ) become caligraphic_L POSTSUBSCRIPT_start italic_g italic_a italic_u italic_g italic_e POSTSUBSCRIPT_end RELOP_equals ADDOP_minus italic_e italic_A POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end OPEN_( OVERACCENT_bar ARG_start italic_e ARG_end POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end italic_e POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ADDOP_plus OVERACCENT_overline ARG_start italic_T POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end ARG_end italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end italic_T POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end CLOSE_) ADDOP_plus FRACOP_italic_divide ARG_start italic_e ARG_end ARG_start NUM italic_s POSTSUBSCRIPT_start italic_w POSTSUBSCRIPT_end italic_c POSTSUBSCRIPT_start italic_w POSTSUBSCRIPT_end ARG_end italic_Z POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end OPEN_( OVERACCENT_bar ARG_start italic_nu ARG_end POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end italic_P POSTSUBSCRIPT_start ADDOP_plus POSTSUBSCRIPT_end italic_nu POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ADDOP_plus OPEN_("
observation,observation,"a NUM arcmin FLOATSUPERSCRIPT_start NUM FLOATSUPERSCRIPT_end region in the ssa NUM field was observed for RELOP_similar_to NUM ks using the acis camera on - board chandra ( p . i . : d . m . alexander ) . the observations comprise of four chandra pointings taken between NUM october NUM and NUM december NUM ( obs . i . d . s NUM , NUM , NUM , NUM ) , centred on the lbg survey region of steidel et al . ( NUM ) , NUM NUM NUM , + NUM NUM NUM ( j2000 . NUM ) . these observations cover NUM of the NUM ssa NUM labs of matsuda et al . ( NUM ) ; only lab NUM , NUM , NUM , NUM , NUM , NUM are not covered by the chandra observations .                                                                                                                                                                                                                                                                                                                                                                                   "
problem,problem,"given a non - zero ATOM RELOP_element_of blackboard_R POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end and italic_r RELOP_element_of OPEN_[ ADDOP_minus NUM PUNCT_, NUM CLOSE_] find Pi OPEN_( ATOM PUNCT_, italic_r CLOSE_) RELOP_equals ATOM POSTSUBSCRIPT_start italic_pi RELOP_element_of italic_S POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUBSCRIPT_end VERTBAR_| italic_r ADDOP_minus OPEN_langle ATOM POSTSUBSCRIPT_start bold_x POSTSUBSCRIPT_end PUNCT_, italic_P POSTSUBSCRIPT_start italic_pi POSTSUBSCRIPT_end OPEN_( ATOM POSTSUBSCRIPT_start bold_x POSTSUBSCRIPT_end PUNCT_, CLOSE_) CLOSE_rangle VERTBAR_| PERIOD_.                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
proof,proof,"let italic_f OPEN_( bold_x CLOSE_) be a degree - italic_r polynomial . apply lemma ref . there exists some italic_C RELOP_equals italic_C OPEN_( blackboard_F POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end PUNCT_, italic_r PUNCT_, caligraphic_E OPEN_( MULOP_cdot CLOSE_) CLOSE_) such that there is italic_c RELOP_less_than_or_equals italic_C , a set of polynomials italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( bold_x CLOSE_) PUNCT_, ID_ldots PUNCT_, italic_g POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end OPEN_( bold_x CLOSE_) and a function italic_F METARELOP_colon blackboard_F POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_c POSTSUPERSCRIPT_end ARROW_to blackboard_F POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end such that NUM . italic_f OPEN_( bold_x CLOSE_) RELOP_equals italic_F OPEN_( italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( bold_x CLOSE_) PUNCT_, ID_dots PUNCT_, italic_g POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end OPEN_( bold_x CLOSE_) CLOSE_) , NUM . italic_d italic_i italic_s italic_t OPEN_( caligraphic_D OPEN_( italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_dots PUNCT_, italic_g POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end CLOSE_) PUNCT_, italic_U POSTSUBSCRIPT_start blackboard_F POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_c POSTSUPERSCRIPT_end POSTSUBSCRIPT_end CLOSE_) RELOP_less_than caligraphic_E OPEN_( italic_c CLOSE_) .                                                                                                                                                                                                                                                                                                                                                                          "
proposition,proposition,"emd - approx takes italic_O OPEN_( OPEN_( NUM italic_d Delta MULOP_divide italic_varepsilon CLOSE_) POSTSUPERSCRIPT_start italic_d ADDOP_plus NUM POSTSUPERSCRIPT_end CLOSE_) samples from italic_p and italic_q and , with probability NUM MULOP_divide NUM , outputs an italic_varepsilon - additive approximation of italic_E italic_M italic_D OPEN_( italic_p PUNCT_, italic_q CLOSE_) .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
question,question,"is there an analogue of the main result ( theorem ref ) for italic_O italic_u italic_t OPEN_( italic_F POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_) , or at least a <unk> subgroup of italic_O italic_u italic_t OPEN_( italic_F POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_) ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
related work,related work,"earlier work citationelement , citationelement obtained capacity results for a different type of deterministic relay network in which the nodes broadcast data but the signals are received without interference . the paper citationelement considers the same problem we address here , but restricts blackboard_F POSTSUBSCRIPT_start italic_q POSTSUBSCRIPT_end to a binary field . the approach of citationelement is based on a path augmentation argument similar to the ford - fulkerson algorithm ( see , e . g . , citationelement ) and involves a new network in which every node caligraphic_O POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_j CLOSE_) is replaced by several nodes with each corresponding to a different entry of vector bold_x POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_j CLOSE_) or bold_y POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_j CLOSE_) PERIOD_. in the new network there is an edge between a pair of nodes if the analogous entry in the transfer function italic_G POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_k PUNCT_, italic_j CLOSE_) is equal to one . for an edge italic_e , we respectively denote its tail and head by italic_x OPEN_( italic_e CLOSE_) and italic_y OPEN_( italic_e CLOSE_) PERIOD_. edges italic_e POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_cdots PUNCT_, italic_e POSTSUBSCRIPT_start italic_K POSTSUBSCRIPT_end are said to be independent if the transfer function from the vector OPEN_( italic_x OPEN_( italic_e POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) PUNCT_, ID_cdots PUNCT_, italic_x OPEN_( italic_e POSTSUBSCRIPT_start italic_K POSTSUBSCRIPT_end CLOSE_) CLOSE_) to the vector OPEN_( italic_y OPEN_( italic_e POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) PUNCT_, ID_cdots PUNCT_, italic_y OPEN_( italic_e POSTSUBSCRIPT_start italic_K POSTSUBSCRIPT_end CLOSE_) CLOSE_) has full rank . the scheme in citationelement finds caligraphic_C disjoint paths in the new network , where every cut that separates caligraphic_S from caligraphic_D intersects caligraphic_C independent edges of these paths . there does not appear to be a natural way to extend the approach of citationelement to arbitrary finite fields . we use a different procedure to construct the full rank submatrices needed for our transmission scheme .                                                                                                                                                                                                 "
remark,remark,"let us comment on some variations and generalizations of algorithm ref . for this let italic_k be any field , italic_R RELOP_equals italic_k OPEN_[ italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_x POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_] POSTSUBSCRIPT_start RELOP_greater_than POSTSUBSCRIPT_end PUNCT_, and italic_I RELOP_subset_of italic_R a radical ideal . ( NUM ) if italic_I is not ( or not known to be ) equidimensional we can start with an algorithm to compute the minimal associated primes ( cf . citationelement ) or the equidimensional parts ( cf . citationelement ) of italic_I , where the latter is often faster . the corresponding ideals italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_I POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_end are equidimensional and we have OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I ARG_end RELOP_approximately_equals OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end ADDOP_direct_sum OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end ADDOP_direct_sum ID_cdots ADDOP_direct_sum OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_end ARG_end . hence the problem is reduced to the case of italic_I being prime or equidimensional . ( NUM ) now let italic_I be equidimensional and italic_M the jacobian ideal . since regular rings are normal , it follows from the jacobian criterion that italic_N OPEN_( italic_R MULOP_divide italic_I CLOSE_) RELOP_subset_of italic_V OPEN_( italic_M CLOSE_) . let us assume that italic_M RELOP_not_equals NUM and choose italic_p RELOP_element_of italic_M ADDOP_set_minus OPEN_{ NUM CLOSE_} . a ) if italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_assign italic_I METARELOP_colon POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end OPEN_langle italic_p CLOSE_rangle RELOP_subset_of italic_I then italic_p is a non - zerodivisor on italic_A and italic_J RELOP_equals italic_square_root ARG_start italic_M ARG_end is a test ideal . this is always the case if italic_I is prime . b ) if italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_not_subset_of italic_I we compute italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_assign italic_I METARELOP_colon POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end and obtain a splitting italic_I RELOP_equals italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_intersection italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ( cf . citationelement ) and OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I ARG_end RELOP_approximately_equals OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end ADDOP_direct_sum OVERACCENT_overline ARG_start italic_R MULOP_divide italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end . hence we can continue with the ideals italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end and italic_I POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end separately which have both fewer minimal associated primes than italic_I . consequently , after finitely many splittings , the corresponding ideal is prime or we have found a non - zerodivisor . this provides us with test ideals as in case a ) . ( NUM ) the above arguments show that ( even if italic_k is not perfect ) algorithm ref works for prime ideals if and only if the jacobian ideal italic_M is not zero . this is always the case for italic_k perfect . however , if italic_k is not perfect , italic_M RELOP_equals NUM may occur . for example , consider italic_k RELOP_equals OPEN_( blackboard_Z MULOP_divide italic_q CLOSE_) OPEN_( italic_t CLOSE_) with italic_q a prime number , and italic_I RELOP_equals OPEN_langle italic_x POSTSUPERSCRIPT_start italic_q POSTSUPERSCRIPT_end ADDOP_plus italic_y POSTSUPERSCRIPT_start italic_q POSTSUPERSCRIPT_end ADDOP_plus italic_t"
result,result,"in this section , we describe the setting of our problem and state our main results . first , we denote by italic_P the orthogonal projection onto incompressible vector fields , i . e . italic_v RELOP_equals italic_P italic_v ADDOP_plus italic_Q italic_v PUNCT_, ATOM div OPEN_( italic_P italic_v CLOSE_) RELOP_equals NUM PUNCT_, ATOM OPEN_( italic_Q italic_v CLOSE_) RELOP_equals NUM PUNCT_, for all italic_v RELOP_element_of italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end . indeed , in view of results in citationelement , we know that the operators italic_P and italic_Q are linear bounded operators in italic_W POSTSUPERSCRIPT_start italic_s PUNCT_, italic_p POSTSUPERSCRIPT_end for all italic_s RELOP_greater_than_or_equals NUM and NUM RELOP_less_than italic_p RELOP_less_than ID_infinity in the whole space or bounded domains with smooth boundaries . second , let us explain the notation of weak solutions to the incompressible mhd equations as follows : given the initial conditions bold_u POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_element_of italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end , bold_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_element_of italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end such that div bold_u POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM and div bold_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM , OPEN_( bold_u PUNCT_, bold_H CLOSE_) is a weak solution of ( ref ) satisfying bold_u VERTBAR_| POSTSUBSCRIPT_start italic_t RELOP_equals NUM POSTSUBSCRIPT_end RELOP_equals bold_u POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, bold_H VERTBAR_| POSTSUBSCRIPT_start italic_t RELOP_equals NUM POSTSUBSCRIPT_end RELOP_equals bold_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, where bold_u RELOP_element_of italic_C OPEN_( OPEN_[ NUM PUNCT_, italic_T CLOSE_] PUNCT_; italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_w italic_e italic_a italic_k POSTSUBSCRIPT_end CLOSE_) ADDOP_intersection italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( OPEN_[ NUM PUNCT_, italic_T CLOSE_] PUNCT_; italic_H POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( Omega CLOSE_) CLOSE_) PUNCT_, bold_H RELOP_element_of italic_C OPEN_( OPEN_[ NUM PUNCT_, italic_T CLOSE_] PUNCT_; italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_w italic_e italic_a italic_k POSTSUBSCRIPT_end CLOSE_) ADDOP_intersection italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( OPEN_[ NUM PUNCT_, italic_T CLOSE_] PUNCT_; italic_H POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( Omega CLOSE_) CLOSE_) PUNCT_, if for all italic_T RELOP_less_than ID_infinity , italic_psi RELOP_element_of italic_C POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( Omega CLOSE_) with div italic_psi RELOP_equals NUM , and italic_varphi RELOP_element_of italic_C POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end OPEN_( OPEN_[ NUM PUNCT_, italic_T CLOSE_) CLOSE_) , we have ROW_start CELL_start CELL_end CELL_start italic_psi OPEN_( NUM CLOSE_) INTOP_integral POSTSUBSCRIPT_start Omega POSTSUBSCRIPT_end bold_u POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_varphi italic_d italic_x ADDOP_plus INTOP_integral POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_t POSTSUPERSCRIPT_end italic_psi POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end OPEN_( italic_t CLOSE_) INTOP_integral POSTSUBSCRIPT_start Omega POSTSUBSCRIPT_end bold_u MULOP_cdot italic_varphi italic_d italic_x italic_d italic_t ADDOP_plus INTOP_integral POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_t POSTSUPERSCRIPT_end italic_psi OPEN_( italic_t CLOSE_) INTOP_integral POSTSUBSCRIPT_start Omega POSTSUBSCRIPT_end OPEN_( bold_u POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPERATOR_partial_differential POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end italic_varphi POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end bold_u POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ADDOP_minus italic_mu OPERATOR_nabla bold_u METARELOP_colon OPERATOR_nabla italic_varphi CLOSE_) italic_d italic_x italic_d italic_t CELL_end ROW_end ROW_start CELL_start CELL_end CELL_start RELOP_equals ADDOP_minus INTOP_integral POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_t POSTSUPERSCRIPT_end INTOP_integral POSTSUBSCRIPT_start Omega POSTSUBSCRIPT_end italic_psi OPEN_( OPERATOR_nabla MULOP_times bold_H CLOSE_) MULOP_times bold_H MULOP_cdot italic_varphi italic_d italic_x italic_d italic_t PUNCT_, CELL_end ROW_end and ROW_start CELL_start CELL_end CELL_start italic_psi OPEN_( NUM CLOSE_) INTOP_integral POSTSUBSCRIPT_start Omega POSTSUBSCRIPT_end bold_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_varphi italic_d italic_x ADDOP_plus INTOP_integral POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_t POSTSUPERSCRIPT_end italic_psi POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end OPEN_( italic_t CLOSE_) INTOP_integral POSTSUBSCRIPT_start Omega"
simulation,simulation,"in this paper , we use the reionization simulation described in detail in citationelement . the high - resolution simulation was run using a hybrid code that contains a n - body algorithm for dark matter , prescriptions for baryons and star formation , and a radiative transfer algorithm for ionizing photons . all components are solved simultaneously in a periodic box with comoving side length of NUM mpc / h .                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
abstract,acknowledgement,"the is the english version of the text of the talk at seminaire bourbaki on february NUM , NUM .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
abstract,caption,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
abstract,conclusion,in this paper we have discussed the ideals in abel grassmann 's groupoids and construct their topologies .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
abstract,contribution,"we introduce temporal flows on temporal networks , i . e . , networks the links of which exist only at certain moments of time . temporal networks were defined by kempe et al . citationelement ( see also citationelement ) . our flow model is new and differs substantially from the "" flows over time "" model , also called "" dynamic flows "" in the literature . we show that the problem of finding the maximum amount of flow that can pass from a source vertex italic_s to a sink vertex italic_t up to a given time is solvable in polynomial time , even when node buffers are bounded . we then examine mainly the case of unbounded node buffers . we provide a ( simplified ) static time - extended network , which is of polynomial size to the input and whose static flow rates are equivalent to the respective temporal flow of the temporal network ; via that , we prove that the maximum temporal flow is equal to the minimum temporal italic_s ADDOP__ italic_t cut . we further show that temporal flows can always be decomposed into flows , each of which is "" pushed "" only through a journey , i . e . , a directed path whose successive edges have strictly increasing moments of existence . using the latter , we provide linear expected time algorithms for the maximum italic_s ADDOP__ italic_t temporal flow problem in networks of bounded node degrees with uniform , random , unique availabilities of edges . we then consider mixed temporal networks , which have some edges with specified availabilities and some edges with random availabilities ; we show that it is # p - complete to compute the tails and expectations of the maximum temporal flow ( which is now a random variable ) in a mixed temporal network . finally , we examine a ford - fulkerson inspired algorithm for maximum temporal flow in networks with a single availability for every edge and show that it computes the maximum temporal flow , i . e . , there is an extension of the traditional algorithm citationelement for our model . due to lack of space , the full paper with all proofs is attached as an appendix to be read at the discretion of the program committee .                                                                                                                       "
