True Label,Predicted Label,Content
proof,remark,"the estimate of the last terms in the left hand side of ref is equivalent to the boundedness of integral operators with kernels fraktur_G POSTSUBSCRIPT_start italic_i italic_j POSTSUBSCRIPT_end POSTSUPERSCRIPT_start caligraphic_D POSTSUPERSCRIPT_end OPEN_( italic_x PUNCT_, italic_y PUNCT_; italic_t PUNCT_, italic_s CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start italic_x POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end ARG_end ARG_start italic_y POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end ARG_end italic_D POSTSUBSCRIPT_start italic_x POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end POSTSUBSCRIPT_end italic_D POSTSUBSCRIPT_start italic_x POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end POSTSUBSCRIPT_end Gamma POSTSUPERSCRIPT_start caligraphic_D POSTSUPERSCRIPT_end OPEN_( italic_x PUNCT_, italic_y PUNCT_; italic_t PUNCT_, italic_s CLOSE_) in OVERACCENT_widetilde ARG_start italic_L ARG_end POSTSUBSCRIPT_start italic_p PUNCT_, italic_q POSTSUBSCRIPT_end OPEN_( blackboard_R POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end POSTSUBSCRIPT_start ADDOP_plus POSTSUBSCRIPT_end MULOP_times blackboard_R POSTSUBSCRIPT_start ADDOP_plus POSTSUBSCRIPT_end CLOSE_) and italic_L POSTSUBSCRIPT_start italic_p PUNCT_, italic_q POSTSUBSCRIPT_end OPEN_( blackboard_R POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end POSTSUBSCRIPT_start ADDOP_plus POSTSUBSCRIPT_end MULOP_times blackboard_R CLOSE_) respectively                                                                                                                                                                                                                                                                                                                                                              "
proof,result,our main tools to prove the theorem are a tannakian description of the kz equation and bessers tannakian interpretation of colemans italic_p adic iterated integration theory                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
proposition,abstract,geometry of limiting distribution                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
proposition,acknowledgement,the authors express their deepest to a j e m janssen for making extensive recommendations for improvements of this manuscript                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
proposition,conclusion,thus near cosmological singularity energy density of weak gravity waves tend to infinity with ultrarelativistic state equation hence according to results of chapter NUM the beginning of such universe is ultrarelativistic rather than inflationary one and the universe itself has the beginning in finite logarithmical past ref therefore the model of the universe with primordial inflation is instable even with respect to weak lateral gravitational perturbations                                                                                                                                                                                                                                                                                                                                                                                                                              
proposition,definition,let Omega OPEN_( italic_n CLOSE_) RELOP_equals OPEN_{ italic_eta RELOP_element_of blackboard_R METARELOP_colon italic_eta RELOP_equals ADDOP_minus NUM italic_n italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_plus italic_o OPEN_( OPEN_langle italic_n italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_rangle POSTSUPERSCRIPT_start FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end POSTSUPERSCRIPT_end CLOSE_) ATOM italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_element_of blackboard_Z ATOM italic_n RELOP_equals italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_plus italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_} PERIOD_.                                                                                                                                                                                                                                                                                                                                                                                                                           
proposition,example,"conditions z NUM z NUM a hold for this example with moment function given by ref italic_T RELOP_equals caligraphic_Y italic_u RELOP_equals italic_y italic_F POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end OPEN_( italic_y VERTBAR_| italic_x CLOSE_) RELOP_equals Lambda OPEN_( italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_y CLOSE_) ADDOP_plus italic_x POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) italic_G OPEN_( italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_y CLOSE_) PUNCT_, italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_y CLOSE_) RELOP_equals italic_E FRACOP_italic_divide ARG_start OPERATOR_partial_differential ARG_end ARG_start OPERATOR_partial_differential OPEN_( italic_alpha PUNCT_, italic_beta POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end CLOSE_) ARG_end italic_g OPEN_( italic_W PUNCT_, italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_y CLOSE_) PUNCT_, italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) PUNCT_, and Omega OPEN_( italic_y PUNCT_, OVERACCENT_tilde ARG_start italic_y ARG_end CLOSE_) RELOP_equals italic_E OPEN_[ italic_g OPEN_( italic_W PUNCT_, italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_y CLOSE_) PUNCT_, italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) italic_g OPEN_( italic_W PUNCT_, italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( OVERACCENT_tilde ARG_start italic_y ARG_end CLOSE_) PUNCT_, italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end CLOSE_]                                                                                                                                                                                                                                                                                                                                   "
proposition,introduction,the definition of nonclassical symmetry for systems of differential equations is a simple extension of the definition of nonclassical symmetry for single partial differential equations to the case of systems                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
proposition,keywords,weil global functional equation                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
proposition,proof,at each step strictly before the end of the traversal algorithm let italic_M be the map associated with italic_C and let italic_G POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end be the embedded subgraph of italic_G POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end consisting of the edges and vertices of italic_G POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end that are in italic_C                                                                                                                                                                                                                                                                                                                                                                                                                                            
proposition,problem,does the sequence OPEN_{ italic_mu POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_} converge in the weak sense to some limiting measure italic_mu if the convergence takes place describe the limiting measure italic_mu                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
proposition,remark,there are examples of smooth flows without singularities defined on three dimensional manifolds with boundary which are not approximated in the italic_C POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_minus by neither hyperbolic ones nor ones exhibiting a homoclinic tangency                                                                                                                                                                                                                                                                                                                                                                                                                                                            
proposition,result,main result informal statement the following holds for every italic_k RELOP_greater_than_or_equals NUM every regularity lemma for italic_k graphs satisfying some mild conditions can only guarantee to produce partitions of size bounded by an OPFUNCTION_start OPFUNCTION_AckOPFUNCTION_end POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end type function                                                                                                                                                                                                                                                                                                                                                                                                                                                        
problem,abstract,write bohr sommerfeld rules for focus focus singularities in berezin toeplitz quantisation                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
problem,conclusion,"for the aharonov bohm geometry we saw the importance of winding around the hole consider the free particle case in a plane with a hole at origin by a transformation italic_t RELOP_equals italic_i italic_tau imaginary time transformation the schrodinger equation can be converted to a diffusion equation which describes a brownian particle in continuum the winding of the brownian particle around the hole can be measured by making the angle italic_theta a real variable refer to fig refb c show that for such a brownian particle in a plane with a hole at origin the probability distribution for winding angle italic_theta OPEN_( italic_t CLOSE_) for large italic_t is italic_P OPEN_( italic_n CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start italic_pi ARG_end FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ADDOP_plus italic_x POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end PUNCT_, where italic_x RELOP_equals FRACOP_italic_divide ARG_start NUM italic_theta OPEN_( italic_t CLOSE_) ARG_end ARG_start OPFUNCTION_natural_logarithm italic_t ARG_end PERIOD_. OPEN_( Spitzer law CLOSE_) the infinite variance of this distribution is because of the large number of very small windings a particle can do around the hole                                                                                                                                                                                                                                                                                                                "
problem,definition,"the power coset membership problem for a group italic_G asks to decide given two elements italic_x PUNCT_, italic_g RELOP_element_of italic_G and a finitely generated subgroup italic_H of italic_G whether or not there exists a non zero integer italic_m such that italic_g POSTSUPERSCRIPT_start italic_m POSTSUPERSCRIPT_end RELOP_element_of italic_x italic_H                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
problem,example,canonical filtrations for semi simple algebraic groups                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
problem,introduction,the present paper contributes methods for evaluating compression exponents of wreath products italic_G MULOP_bold_wr italic_H in terms of the compression exponents of italic_G and italic_H this continues the lines of research studied in citationelement it would be of great interest and probably quite challenging to design such methods for more general semi direct products italic_G MULOP_right_normal_factor_semidirect_product italic_H                                                                                                                                                                                                                                                                                                                                                                                                                                       
problem,keywords,italic_p italic_N italic_W italic_L METARELOP_colon deciding acceptance of parameterized space bounded computations                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
problem,proof,"suppose italic_G RELOP_equals italic_S POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end acts on italic_A RELOP_equals italic_k OPEN_[ italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_dots PUNCT_, italic_x POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_] as permutations is the discriminant of italic_A over italic_A POSTSUPERSCRIPT_start italic_G POSTSUPERSCRIPT_end the vandermonde determinant on OPEN_{ italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_dots PUNCT_, italic_x POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_} to the power italic_n POSTFIX_factorial                                                                                                                                                                                                                                                                                                                                                                                                                                     "
problem,proposition,if italic_T is an invertible operator and typewriter_A POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end contains an injective quasinilpotent operator italic_R then italic_T POSTSUPERSCRIPT_start ADDOP_minus NUM POSTSUPERSCRIPT_end RELOP_element_of typewriter_A POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
problem,remark,it would be interesting to know if any infinitely presented finitely generated metabelian group satisfies ATOM POSTSUPERSCRIPT_start italic_e POSTSUPERSCRIPT_end OPEN_( italic_G CLOSE_) RELOP_equals fraktur_C with l guyot we are able to prove it in the special case of abelian by cyclic finitely generated groups for instance for bold_Z OPEN_[ NUM MULOP_divide NUM CLOSE_] MULOP_right_normal_factor_semidirect_product POSTSUBSCRIPT_start NUM MULOP_divide NUM POSTSUBSCRIPT_end bold_Z                                                                                                                                                                                                                                                                                                                                                                                                                                    
problem,result,general spin case a spin italic_J particle is in a magnetic field with hamiltonian italic_H RELOP_equals ADDOP_minus bold_d MULOP_cdot bold_J consider any of the eigenstates say state VERTBAR_| italic_J italic_M POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end CLOSE_rangle which is an eigenstate of the hamiltonian calulate the berry phase when bold_d rotates as in sec ref it is easier to use eq ref the answer is ADDOP_minus italic_M POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end mho POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end generalizing eq ref                                                                                                                                                                                                                                                                                                                                                                                                                      
related work,abstract,we review several methods in the context of information theory and machine learning interested readers may refer to citationelement for other recent developments in citationelement wang et al proposes a domain splitting method that constructs an adaptive partition of the sample space with respect to caligraphic_Y then radon nikodym derivative italic_p POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) MULOP_divide italic_p POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) can be estimated with empirical probability mass with the correction term on the boundary in each sub region in NUM dimension strong consistency is established and several algorithmic refinements are suggested in high dimensions a partitioning scheme is also mentioned based on the heuristics in NUM dimensional case however there are not enough numeric simulations to justify the heuristics in citationelement nguyen et al derives a variational characterization of the italic_f ADDOP_minus in terms of a bayes decision problem which is exploited to develop an italic_M ADDOP_minus the theoretical results of consistency and convergence rates are provided it is also shown that the estimation procedure can be casted into a finite dimensional convex program and solved efficiently when the function class is defined by reproducing kernel hilbert spaces in citationelement least squares density difference lsdd estimator is developed in the framework of kernel regularized least squares estimation the finite sample error bound shows that lsdd achieves the optimal convergence rate they also demonstrate several pattern recognition applications                                                                                                                                                                                                                                                        
related work,conclusion,it is important to understand the behavior of timemaps and the associated availability of mementos for example the warrick project citationelement uses timemaps to recover mementos with the ultimate goal of recovering lost websites obviously understanding how archives advertise their mementos and understanding how the availability changes is important for several aspects of warrick caching timemaps is used to balance load on the archives vs need for the most recent mementos                                                                                                                                                                                                                                                                                                                                                                                                                         
related work,example,we now discuss the collection of known problems which fit into the connected components framework                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
related work,introduction,differential privacy is a relatively recent privacy definition e g see citationelement and see citationelement for an excellent survey that tries to capture the intuition of individual privacy many algorithms in this framework have focused on measurement statistics and learning tasks applied to statistical data sets rather than on processing and producing combinatorial objects one exception to this is the exponential mechanism of citationelement which allows the selection from a set of discrete alternatives                                                                                                                                                                                                                                                                                                                                                                                                                      
related work,proof,"we deal first with the claimed orm to caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end rules with respect to the logic then with respect to orm jarrar introduces italic_S italic_T italic_R italic_I italic_N italic_G and italic_N italic_U italic_M italic_B italic_E italic_R as concepts with the intention to stand in for data types for restricting the values p190 however they being primitive concepts the OPEN_{ italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_x POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_} denote objects not values i e using dls one of constructor which is neither in caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end syntax nor the intention of value restrictions thereby invalidating rules NUM and NUM compare this with nr NUM and nr7 above for role and relation subset constraints jarrar chose to avail of a different language italic_D italic_L italic_R italic_L italic_i italic_t italic_e to deal with projections it is however orms freedom of allowing arbitrary projects that makes the language undecidable together with uniqueness constraints one may regain decidability hence rule NUM p191 as such cannot be applied further all mappings and suggestions for ring constraints are incorrect NUM caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end is a rather poor language for relational properties and one may be better off with caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end or caligraphic_S caligraphic_R caligraphic_O caligraphic_I caligraphic_Q if ring constraints are ones only interest more precisely caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end uses a rewriting for inverses as shown at the end of section ref which is different from the semantic rule OPEN_( italic_P POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start caligraphic_I POSTSUPERSCRIPT_end RELOP_equals OPEN_{ OPEN_( italic_a PUNCT_, italic_b CLOSE_) RELOP_element_of Delta POSTSUPERSCRIPT_start caligraphic_I POSTSUPERSCRIPT_end MULOP_times Delta POSTSUPERSCRIPT_start caligraphic_I POSTSUPERSCRIPT_end VERTBAR_mid OPEN_( italic_b PUNCT_, italic_a CLOSE_) RELOP_element_of italic_P POSTSUPERSCRIPT_start caligraphic_I POSTSUPERSCRIPT_end CLOSE_} and therefore the role inclusion with inverse that is needed for symmetry and asymmetry do not have a caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end equivalent rules NUM and NUM for antisymmetry and irreflexivity BIGOP_exists italic_R PERIOD_. italic_S italic_e italic_l italic_f is used which is not in caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end but taken from caligraphic_S caligraphic_R caligraphic_O caligraphic_I caligraphic_Q note also that antisymmetry in orm is the normal version not irreflexive antisymmetry i e asymmetry citationelement also the the role composition operator is not in caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end thereby invalidating rule NUM for the intransitive ring constraint last if one insists on having acyclicity in the language then caligraphic_D caligraphic_L caligraphic_R POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end is an option because there one can represent it using the least fixpoint operator citationelement there are three further issues from the orm perspective as well as dl usage first jarrar introduces a RELOP_not_square_image_of_or_equals to capture the notion of proper subtyping whilst admitting it is not part of the syntax and claiming that it can be implemented by reasoning on the abox to make sure that the population of a and the"
related work,proposition,the corrupting process that results in a noisy image can be seen as italic_I POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_equals italic_I POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end ADDOP_plus italic_N where italic_N is the noise and italic_I POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end is the clean image patch                                                                                                                                                                                                                                                                                                                                                                                                                                                         
related work,remark,recently citationelement studied the adaptive lasso estimators in sparse high dimensional linear regression models for a fixed design under a rather strong mutual incoherence condition between every pair of relevant and irrelevant covariates and assuming other regularity conditions they prove that the adaptive lasso recovers the correct model and has an oracle property while they have derived the same incoherence condition as one among others of ours in ref in order for the second stage weighted lasso procedure to achieve model selection consistency they achieve it by an initial estimator assuming some strong mutual incoherence condition which bounds the pairwise correlations of the columns of the design this is a much stronger condition than the restricted eigenvalue assumptions that we make see citationelement                                                                                                                                                                                                                                                                                                                                                                     
related work,result,in citationelement undecidability of different properties of first order trss is analysed while the standard properties of trss turn out to be either Sigma POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end or Pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end complete the complexity of the dependency pair problems citationelement is essentially analytical it is shown to be Pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end complete we employ the latter result as a basis for our Pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end and Sigma POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end completeness results for productivity                                                                                                                                                                                                                                                                                                                                                                                                    
remark,abstract,in this paper we compute the singular value decomposition svd of italic_W POSTSUBSCRIPT_start snap POSTSUBSCRIPT_end instead of the spectral decomposition of italic_W POSTSUBSCRIPT_start snap POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) POSTSUPERSCRIPT_end this is possible since the squares of the singular values of italic_W POSTSUBSCRIPT_start snap POSTSUBSCRIPT_end are identical to the eigenvalues of italic_W POSTSUBSCRIPT_start snap POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) POSTSUPERSCRIPT_end                                                                                                                                                                                                                                                                                                                                                                                                                                    
remark,acknowledgement,after the first version of this paper was submitted to the arxiv it has been pointed out to the author by leonid bogachev that the results of the paper except for theorem ref have been obtained by m cranston and s molchanov limit laws for sums of products of exponentials of iid random variables isr j math NUM NUM NUM NUM and o khorunzhiy limit theorem for sums of products of random variables markov process                                                                                                                                                                                                                                                                                                                                                                                                                     
remark,conclusion,"both mode decoupling of a second order wave equation into one way wave equations as well as the derivation of the narrow beam approximation outlined above require higher order differentiablity of the coefficient italic_c OPEN_( italic_z PUNCT_, italic_x CLOSE_) with respect to all variables to make sense due to truncation of symbol expansions however the resulting paraxial wave equation displays precisely the same coefficient regularity as in the original second order wave equation hence as a model equation it still reflects the correct medium properties on all scales the exact solutions of the paraxial equation then serve as a narrow beam approximation to solutions of the original wave equation in particular the regularity properties are comparable on the same scales                                                                                                                                                                                                                                                                                                                                                                        "
remark,definition,"two irrational numbers italic_r PUNCT_, italic_s are called virtually equivalent if there exists italic_A RELOP_element_of sansserif_SL OPEN_( NUM PUNCT_, blackboard_Q CLOSE_) such that italic_A OPEN_( italic_r CLOSE_) RELOP_equals italic_s in this case there exists a pair of monomorphisms italic_psi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end METARELOP_colon FLOATSUPERSCRIPT_start MULOP_ast FLOATSUPERSCRIPT_end blackboard_Z POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_end ARROW_hookrightarrow FLOATSUPERSCRIPT_start MULOP_ast FLOATSUPERSCRIPT_end blackboard_Z POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end ATOM italic_psi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end METARELOP_colon FLOATSUPERSCRIPT_start MULOP_ast FLOATSUPERSCRIPT_end blackboard_Z POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end ARROW_hookrightarrow FLOATSUPERSCRIPT_start MULOP_ast FLOATSUPERSCRIPT_end blackboard_Z POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_end PUNCT_, defined as in proposition ref in other words FLOATSUPERSCRIPT_start MULOP_ast FLOATSUPERSCRIPT_end blackboard_Z POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_end and FLOATSUPERSCRIPT_start MULOP_ast FLOATSUPERSCRIPT_end blackboard_Z POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end are virtually isomorphic these maps are mutually inverse to each other if and only if italic_A RELOP_element_of sansserif_SL OPEN_( NUM PUNCT_, blackboard_Z CLOSE_)                                                                                                                                                                                                                                                                                                                                                                  "
remark,example,let italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_square_root ARG_start NUM ARG_end ADDOP_minus NUM and italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals FRACOP_italic_divide ARG_start NUM ADDOP_plus italic_square_root ARG_start NUM ARG_end ARG_end ARG_start NUM ARG_end then italic_D POSTSUBSCRIPT_start italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_equals italic_D POSTSUBSCRIPT_start italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_equals NUM and italic_A POSTSUBSCRIPT_start italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end is not morita equivalent to italic_A POSTSUBSCRIPT_start italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end this fact is related to the fact class number of blackboard_Q OPEN_( italic_square_root ARG_start NUM ARG_end CLOSE_) is two therefore corollary ref is an extension of proposition ref                                                                                                                                                                                                                                                                                                                                                                                                
remark,introduction,since the paper citationelement was published in a conference proceedings it is not easy to acquire it so the completely monotonic properties of the function italic_h OPEN_( italic_x CLOSE_) obtained in citationelement were neglected in most circumstances                                                                                                                                                                                                                                                                                                                                                                                                                                                           
remark,keywords,corrugated polygons for italic_k RELOP_greater_than NUM were independently defined by m glick private communication                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
remark,proof,"in view of proposition ref the skorohod version of italic_G POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_equals italic_n POSTSUPERSCRIPT_start italic_q OPEN_( NUM ADDOP_minus italic_H CLOSE_) ADDOP_minus NUM POSTSUPERSCRIPT_end SUMOP_sum POSTSUBSCRIPT_start italic_k RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_n ADDOP_minus NUM POSTSUPERSCRIPT_end italic_H POSTSUBSCRIPT_start italic_q POSTSUBSCRIPT_end OPEN_( italic_B POSTSUPERSCRIPT_start italic_H POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_k ADDOP_plus NUM POSTSUBSCRIPT_end ADDOP_minus italic_B POSTSUPERSCRIPT_start italic_H POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end CLOSE_) is italic_G POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end RELOP_equals italic_Z POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_equals italic_n POSTSUPERSCRIPT_start italic_q OPEN_( NUM ADDOP_minus italic_H CLOSE_) ADDOP_minus NUM POSTSUPERSCRIPT_end SUMOP_sum POSTSUBSCRIPT_start italic_k RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_n ADDOP_minus NUM POSTSUPERSCRIPT_end italic_H POSTSUBSCRIPT_start italic_q POSTSUBSCRIPT_end OPEN_( italic_n POSTSUPERSCRIPT_start italic_H POSTSUPERSCRIPT_end OPEN_( italic_B POSTSUPERSCRIPT_start italic_H POSTSUPERSCRIPT_end POSTSUBSCRIPT_start OPEN_( italic_k ADDOP_plus NUM CLOSE_) MULOP_divide italic_n POSTSUBSCRIPT_end ADDOP_minus italic_B POSTSUPERSCRIPT_start italic_H POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_k MULOP_divide italic_n POSTSUBSCRIPT_end CLOSE_) CLOSE_) PUNCT_, since italic_G POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end OVERACCENT_law ARG_start RELOP_equals ARG_end G POSTSUBSCRIPT_start n POSTSUBSCRIPT_end and italic_G POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end converges almost surely                                                                                                                                                                                                                                                                                                                                  "
remark,proposition,the user fairness issue                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
